pH,tds,turbidity,temperature,label
8.05,1141.0,25.67,29.73,Unsafe
8.19,1044.0,27.31,26.25,Unsafe
6.53,596.8,11.06,25.28,Unsafe
7.49,452.2,12.36,25.43,Unsafe
7.08,133.9,2.8,21.56,Safe
6.86,189.7,2.26,25.79,Safe
6.98,91.5,3.57,25.09,Safe
7.32,737.6,25.4,22.78,Unsafe
7.38,51.0,0.61,18.07,Safe
7.19,394.6,15.82,24.5,Unsafe
8.06,1146.9,10.38,25.48,Unsafe
7.38,346.6,21.92,28.17,Unsafe
6.31,593.9,22.4,27.85,Unsafe
8.06,923.7,20.35,26.72,Unsafe
7.07,45.3,0.45,21.61,Safe
7.03,98.7,1.94,25.55,Safe
6.24,728.9,14.44,27.84,Unsafe
7.32,409.0,10.33,22.27,Unsafe
6.8,96.7,3.77,22.73,Safe
8.04,1699.0,14.74,24.98,Unsafe
8.35,1033.6,15.44,27.51,Unsafe
8.83,2024.2,12.74,23.9,Unsafe
8.23,1181.9,33.88,27.25,Unsafe
9.04,2390.7,12.48,25.67,Unsafe
8.11,699.8,5.18,26.34,Unsafe
6.98,112.1,1.61,24.11,Safe
8.05,1121.6,24.1,27.35,Unsafe
7.88,709.1,0.94,24.0,Unsafe
9.32,2321.8,23.13,29.71,Unsafe
6.42,306.4,17.72,28.53,Unsafe
7.02,153.7,2.88,20.41,Safe
6.39,409.9,15.72,25.69,Unsafe
6.95,130.2,3.12,21.19,Safe
7.39,456.8,10.55,27.8,Unsafe
7.34,343.7,4.5,25.53,Unsafe
8.12,1326.4,11.55,26.92,Unsafe
6.42,372.8,17.73,26.38,Unsafe
7.58,155.7,1.74,19.61,Safe
6.74,393.3,6.01,25.15,Unsafe
6.99,144.8,1.76,21.57,Safe
7.07,538.1,18.73,27.72,Unsafe
6.36,614.9,32.83,28.2,Unsafe
9.27,1966.4,11.6,26.67,Unsafe
7.16,180.9,2.27,22.02,Safe
8.66,1058.7,8.24,28.09,Unsafe
7.2,282.4,12.38,27.79,Unsafe
7.13,350.9,9.53,25.91,Unsafe
8.09,633.9,1.31,24.6,Unsafe
7.01,491.3,20.09,22.35,Unsafe
7.04,61.1,1.53,21.58,Safe
6.58,456.0,5.19,24.14,Unsafe
9.09,1549.7,16.11,23.65,Unsafe
7.12,119.8,0.24,22.09,Safe
6.71,93.5,0.0,17.93,Safe
6.93,67.6,0.21,17.85,Safe
9.17,897.8,21.1,25.34,Unsafe
7.17,159.2,1.36,21.91,Safe
9.04,1761.3,11.06,23.81,Unsafe
7.39,437.8,4.17,26.07,Unsafe
7.16,469.7,9.13,26.55,Unsafe
6.52,728.7,30.18,26.19,Unsafe
7.53,188.8,0.42,20.41,Safe
8.07,978.2,27.83,29.11,Unsafe
7.57,397.9,4.91,22.95,Unsafe
9.49,1566.9,14.18,24.33,Unsafe
7.09,475.7,11.27,23.05,Unsafe
6.73,119.8,0.51,18.14,Safe
8.81,2362.9,16.49,29.03,Unsafe
6.26,490.1,22.03,27.58,Unsafe
9.37,1013.2,10.58,28.78,Unsafe
7.47,402.4,15.25,27.99,Unsafe
7.0,335.1,7.36,22.51,Unsafe
7.87,1129.1,25.61,29.29,Unsafe
6.66,515.1,4.96,23.66,Unsafe
6.53,582.9,14.4,22.6,Unsafe
8.13,869.5,1.81,23.76,Unsafe
8.79,1905.5,11.59,28.11,Unsafe
8.81,1443.2,21.34,26.45,Unsafe
8.48,1348.6,9.32,25.79,Unsafe
9.58,1316.3,18.57,25.56,Unsafe
6.81,654.6,34.27,23.42,Unsafe
6.81,561.8,5.45,22.89,Unsafe
7.53,818.7,0.0,21.82,Unsafe
8.93,1233.4,19.76,27.63,Unsafe
8.12,1163.1,23.89,29.25,Unsafe
7.0,476.9,7.31,26.02,Unsafe
7.08,545.3,27.44,24.64,Unsafe
8.18,1111.5,17.3,29.5,Unsafe
8.27,1103.9,29.24,28.41,Unsafe
8.96,2545.5,14.0,27.36,Unsafe
8.52,2592.9,8.91,28.19,Unsafe
6.9,115.6,2.13,23.05,Safe
6.81,398.1,19.84,27.65,Unsafe
7.12,455.1,4.08,27.99,Unsafe
7.3,151.2,1.52,20.78,Safe
7.53,722.8,1.24,22.11,Unsafe
7.16,748.7,4.54,23.64,Unsafe
8.37,1628.5,11.71,26.35,Unsafe
6.54,551.3,5.21,28.16,Unsafe
7.44,146.2,2.31,22.1,Safe
9.16,2537.2,11.78,27.61,Unsafe
6.95,88.5,0.05,25.05,Safe
7.45,54.0,0.69,19.32,Safe
6.99,422.8,9.89,26.41,Unsafe
9.21,1148.2,13.87,25.75,Unsafe
7.56,581.8,9.17,27.14,Unsafe
7.24,482.1,14.05,24.38,Unsafe
7.36,673.9,3.22,26.93,Unsafe
8.21,899.9,16.14,26.95,Unsafe
7.73,747.1,3.43,23.28,Unsafe
8.37,1863.0,19.29,27.87,Unsafe
7.42,639.9,10.45,26.04,Unsafe
9.73,1870.4,16.9,26.2,Unsafe
7.57,163.2,1.36,20.93,Safe
8.97,2227.1,14.92,25.95,Unsafe
7.24,36.7,1.46,19.59,Safe
7.51,347.0,25.13,24.97,Unsafe
7.48,565.6,8.53,26.91,Unsafe
7.83,1067.3,16.47,27.87,Unsafe
6.54,490.8,13.05,24.29,Unsafe
8.99,1246.0,19.78,26.29,Unsafe
9.3,1353.4,20.57,25.08,Unsafe
7.57,191.3,0.85,24.04,Safe
6.9,382.4,16.52,26.54,Unsafe
6.55,233.7,10.19,23.35,Unsafe
7.45,554.5,3.0,23.97,Unsafe
9.08,2131.6,24.3,29.14,Unsafe
7.61,262.1,12.06,26.39,Unsafe
7.14,164.6,0.65,20.69,Safe
9.31,894.0,12.63,27.61,Unsafe
7.81,1162.1,20.05,28.77,Unsafe
7.5,109.8,1.75,21.33,Safe
7.98,1174.3,24.99,27.03,Unsafe
9.29,2040.0,8.81,29.36,Unsafe
8.47,1784.8,24.66,27.75,Unsafe
7.83,1046.8,27.57,26.97,Unsafe
6.99,746.7,17.67,26.57,Unsafe
8.38,1543.2,15.25,26.8,Unsafe
7.16,325.7,12.79,27.23,Unsafe
6.51,425.9,5.14,26.08,Unsafe
6.94,173.6,2.67,25.03,Safe
6.72,108.3,1.38,21.58,Safe
6.46,320.5,12.14,27.97,Unsafe
7.16,116.0,1.06,26.59,Safe
7.07,119.3,1.77,20.24,Safe
7.94,1069.0,20.66,30.36,Unsafe
7.22,261.8,27.84,23.47,Unsafe
7.26,136.1,2.16,26.08,Safe
7.67,764.1,1.41,24.98,Unsafe
8.24,932.6,21.0,27.03,Unsafe
7.25,308.6,22.17,25.33,Unsafe
8.45,2121.7,18.94,28.39,Unsafe
7.0,92.6,0.81,22.78,Safe
6.68,467.9,8.74,25.71,Unsafe
7.5,385.9,14.68,25.67,Unsafe
8.38,563.7,2.62,26.67,Unsafe
7.44,91.6,1.35,23.45,Safe
6.89,153.5,2.63,22.59,Safe
6.5,390.2,14.13,23.35,Unsafe
7.15,53.8,0.0,21.15,Safe
6.87,477.1,21.63,24.11,Unsafe
7.21,639.8,3.46,23.92,Unsafe
7.05,66.2,0.13,19.93,Safe
8.05,927.6,31.55,25.18,Unsafe
8.98,2125.7,9.95,24.25,Unsafe
8.11,1160.1,28.09,26.47,Unsafe
7.28,130.5,3.03,24.55,Safe
7.2,339.0,9.73,27.07,Unsafe
9.76,1286.2,12.3,26.34,Unsafe
7.16,185.3,0.48,24.5,Safe
7.05,64.2,0.0,22.45,Safe
7.65,480.1,8.93,24.27,Unsafe
7.56,181.0,0.92,22.74,Safe
8.12,984.0,17.37,28.25,Unsafe
8.35,2580.0,24.63,28.76,Unsafe
8.41,1002.1,13.03,26.6,Unsafe
6.53,397.7,26.39,25.26,Unsafe
7.76,666.5,4.39,23.93,Unsafe
9.0,1607.9,22.76,29.2,Unsafe
9.47,1070.5,8.99,26.77,Unsafe
6.91,50.8,0.02,19.13,Safe
8.17,981.5,19.72,29.74,Unsafe
7.04,100.4,0.84,21.5,Safe
7.34,83.7,0.53,21.65,Safe
6.61,490.6,16.58,25.84,Unsafe
9.21,1782.4,17.46,24.18,Unsafe
7.49,600.7,24.51,25.92,Unsafe
6.69,437.6,8.71,25.46,Unsafe
7.7,374.1,15.82,25.06,Unsafe
9.26,1259.4,20.22,25.16,Unsafe
8.85,1362.0,11.99,23.76,Unsafe
7.16,58.8,0.76,19.17,Safe
9.53,1351.4,19.29,26.79,Unsafe
8.69,1819.6,18.99,29.91,Unsafe
6.79,290.6,25.27,25.33,Unsafe
9.04,1393.0,10.7,24.44,Unsafe
6.93,99.6,0.37,20.68,Safe
7.24,146.5,2.04,23.24,Safe
9.27,2065.2,15.83,26.66,Unsafe
6.79,135.2,2.99,21.11,Safe
9.25,1016.4,20.78,28.18,Unsafe
7.6,131.5,1.59,22.62,Safe
6.9,347.1,18.7,27.2,Unsafe
9.47,1632.5,23.65,28.09,Unsafe
8.31,901.6,22.41,28.41,Unsafe
7.58,608.0,2.05,24.69,Unsafe
7.22,344.5,26.31,21.32,Unsafe
8.49,1600.1,9.21,25.11,Unsafe
8.8,1875.5,14.41,24.51,Unsafe
7.11,120.6,1.62,23.79,Safe
7.07,101.6,0.47,23.66,Safe
7.56,525.2,4.58,22.87,Unsafe
7.04,85.2,1.52,19.26,Safe
8.52,2632.3,11.72,26.62,Unsafe
8.15,1042.6,20.05,29.67,Unsafe
8.18,1847.3,13.27,26.4,Unsafe
6.91,330.7,17.32,25.84,Unsafe
7.97,1105.8,20.59,28.54,Unsafe
6.92,699.9,11.79,23.43,Unsafe
8.86,1182.7,15.9,23.68,Unsafe
8.07,1815.0,10.61,27.32,Unsafe
7.27,477.4,10.82,27.57,Unsafe
7.06,99.6,2.36,23.62,Safe
7.52,832.0,3.15,27.43,Unsafe
7.84,854.4,4.02,24.02,Unsafe
6.51,495.3,27.36,22.0,Unsafe
6.89,456.8,15.84,24.42,Unsafe
7.15,83.4,0.01,23.72,Safe
7.34,508.6,17.26,25.69,Unsafe
7.47,413.8,18.41,22.67,Unsafe
9.49,1497.1,21.27,26.59,Unsafe
7.45,92.0,0.29,22.45,Safe
7.11,362.5,8.28,25.91,Unsafe
8.5,1981.5,19.34,29.27,Unsafe
8.23,1984.3,19.6,23.05,Unsafe
8.51,1688.3,11.65,26.24,Unsafe
6.82,655.7,14.75,22.93,Unsafe
7.63,385.9,15.69,25.21,Unsafe
7.48,202.5,15.54,24.81,Unsafe
6.84,130.1,1.27,25.02,Safe
7.67,625.7,2.3,27.33,Unsafe
7.92,1101.9,18.78,28.05,Unsafe
7.45,94.7,0.07,21.26,Safe
8.56,1519.5,15.31,27.74,Unsafe
6.86,572.3,14.46,26.61,Unsafe
7.28,114.5,2.65,23.34,Safe
9.07,1789.6,9.06,27.9,Unsafe
7.39,694.5,17.13,29.58,Unsafe
9.0,2188.0,9.43,24.97,Unsafe
7.21,233.3,14.34,25.54,Unsafe
7.27,124.0,0.61,22.51,Safe
6.72,570.6,24.08,22.72,Unsafe
6.89,45.6,0.32,22.58,Safe
7.28,144.1,2.4,24.6,Safe
7.42,470.9,11.42,26.51,Unsafe
8.92,1425.5,21.65,24.67,Unsafe
6.8,188.6,0.19,21.15,Safe
7.48,416.9,17.48,24.28,Unsafe
7.09,506.2,27.95,27.37,Unsafe
6.91,488.6,33.53,25.48,Unsafe
7.36,365.8,8.94,26.58,Unsafe
7.06,109.7,2.36,24.98,Safe
8.02,726.3,3.9,26.54,Unsafe
7.43,221.7,8.63,26.79,Unsafe
7.31,631.9,10.67,28.79,Unsafe
7.4,53.5,1.31,18.63,Safe
7.26,134.2,0.17,25.13,Safe
6.68,349.2,12.17,24.06,Unsafe
7.5,543.6,11.06,25.2,Unsafe
8.32,2062.0,12.92,28.0,Unsafe
6.89,73.5,0.0,20.76,Safe
8.2,1146.6,29.02,29.23,Unsafe
7.53,181.4,1.6,25.07,Safe
6.44,463.0,27.86,22.76,Unsafe
6.57,685.7,25.59,26.89,Unsafe
7.04,628.0,33.58,27.49,Unsafe
7.88,1051.0,28.17,28.26,Unsafe
7.18,119.0,1.32,20.3,Safe
6.96,456.4,6.35,27.57,Unsafe
9.7,2490.7,12.13,28.09,Unsafe
7.12,711.9,2.25,27.96,Unsafe
8.23,1203.6,22.31,29.63,Unsafe
8.12,664.3,2.44,25.33,Unsafe
7.2,582.0,21.61,28.06,Unsafe
6.43,739.6,17.58,25.83,Unsafe
8.09,406.3,2.34,28.32,Unsafe
7.49,158.9,0.96,23.66,Safe
8.1,1814.8,14.5,27.95,Unsafe
7.44,463.8,5.35,26.45,Unsafe
7.13,57.7,1.03,22.86,Safe
8.13,1190.3,31.82,28.96,Unsafe
7.0,353.4,31.95,24.7,Unsafe
7.44,108.3,2.54,20.5,Safe
7.34,79.6,1.65,23.55,Safe
7.75,478.2,9.52,24.99,Unsafe
6.64,274.2,15.1,27.3,Unsafe
7.22,631.6,19.07,26.94,Unsafe
8.2,1004.4,16.18,29.15,Unsafe
7.02,147.0,3.58,26.45,Safe
8.98,1379.6,21.4,26.4,Unsafe
6.73,538.3,30.94,26.76,Unsafe
7.37,79.0,0.0,18.92,Safe
7.81,473.7,1.38,25.69,Unsafe
7.16,181.9,2.36,20.2,Safe
7.24,523.4,11.58,25.66,Unsafe
7.35,100.5,0.4,24.9,Safe
6.98,78.3,0.0,20.96,Safe
7.15,85.9,2.82,24.87,Safe
7.1,179.1,0.82,23.81,Safe
8.78,1782.7,13.64,26.09,Unsafe
9.23,1455.2,25.16,27.69,Unsafe
7.42,173.3,2.14,23.62,Safe
6.99,104.5,1.43,22.73,Safe
6.98,612.5,24.59,27.02,Unsafe
6.98,91.6,0.41,22.3,Safe
7.09,85.3,2.77,24.85,Safe
9.66,2424.1,18.64,29.36,Unsafe
7.44,737.0,5.06,23.33,Unsafe
7.89,1087.2,16.0,25.63,Unsafe
7.9,1113.7,17.59,28.59,Unsafe
9.17,1934.0,19.8,29.56,Unsafe
7.28,140.8,0.0,27.09,Safe
9.05,1910.2,8.57,24.87,Unsafe
7.26,594.2,4.23,22.64,Unsafe
7.04,94.3,0.4,21.06,Safe
7.36,54.3,0.76,20.26,Safe
6.58,288.5,13.45,23.44,Unsafe
7.33,180.7,1.34,24.92,Safe
9.29,2790.1,13.33,30.66,Unsafe
7.88,967.8,21.6,25.5,Unsafe
8.23,997.2,15.27,29.39,Unsafe
8.39,1735.0,18.73,25.56,Unsafe
6.7,471.6,14.03,26.45,Unsafe
7.18,155.5,1.6,20.1,Safe
7.47,125.5,2.36,22.1,Safe
7.56,49.6,0.71,18.49,Safe
7.17,115.7,1.93,20.67,Safe
7.15,396.5,16.55,25.56,Unsafe
7.84,1163.9,31.5,28.17,Unsafe
7.28,169.4,0.93,24.92,Safe
7.16,79.0,0.57,18.55,Safe
6.92,454.5,25.18,27.27,Unsafe
7.34,382.6,24.29,28.69,Unsafe
7.22,90.9,0.0,19.29,Safe
7.05,108.7,2.69,24.36,Safe
7.38,787.7,3.28,26.29,Unsafe
7.47,111.7,1.24,22.1,Safe
9.3,1856.1,9.44,27.07,Unsafe
7.34,678.3,17.48,27.77,Unsafe
9.07,1606.5,10.78,28.2,Unsafe
6.86,156.0,0.7,21.79,Safe
8.02,1005.4,24.51,28.18,Unsafe
9.2,2329.5,17.04,29.74,Unsafe
6.51,609.3,7.4,27.0,Unsafe
6.57,632.2,21.65,25.86,Unsafe
8.15,1017.8,31.41,27.27,Unsafe
8.21,965.9,16.59,27.59,Unsafe
9.18,1662.6,23.01,29.4,Unsafe
8.49,928.1,13.62,27.4,Unsafe
9.27,1204.9,15.85,29.11,Unsafe
7.34,418.2,10.15,22.92,Unsafe
6.99,105.4,0.0,21.44,Safe
7.4,463.5,5.16,24.86,Unsafe
8.02,1306.2,7.33,26.19,Unsafe
7.28,166.2,2.03,20.62,Safe
7.29,749.8,9.07,25.52,Unsafe
6.63,296.7,17.49,25.52,Unsafe
7.0,91.5,1.28,20.45,Safe
7.1,573.2,10.44,25.8,Unsafe
6.8,489.4,32.1,26.27,Unsafe
7.85,236.2,8.22,24.79,Unsafe
6.84,709.8,22.54,28.52,Unsafe
7.89,987.7,17.01,27.49,Unsafe
7.36,114.0,3.13,24.84,Safe
8.33,1139.2,19.32,26.51,Unsafe
6.81,95.8,0.0,20.66,Safe
6.96,108.4,1.74,20.33,Safe
8.25,917.4,14.26,24.45,Unsafe
7.65,436.0,7.18,25.08,Unsafe
9.24,1903.3,18.65,24.02,Unsafe
7.26,92.0,0.99,25.69,Safe
7.86,1162.2,25.4,27.01,Unsafe
7.11,114.7,2.86,22.71,Safe
7.44,96.3,2.15,24.36,Safe
6.59,640.8,28.54,25.93,Unsafe
7.48,483.7,4.37,27.09,Unsafe
6.83,102.5,0.19,21.28,Safe
6.98,131.9,0.83,23.12,Safe
6.29,738.9,31.98,23.72,Unsafe
6.3,498.1,27.87,26.29,Unsafe
8.21,922.1,17.36,24.57,Unsafe
7.45,772.1,1.7,22.94,Unsafe
9.23,2190.7,21.54,25.12,Unsafe
7.0,524.1,21.03,24.6,Unsafe
6.19,665.5,25.79,24.39,Unsafe
7.03,365.4,14.75,22.84,Unsafe
8.43,1188.0,17.93,28.37,Unsafe
7.63,168.5,2.78,23.98,Safe
7.19,66.9,0.1,19.97,Safe
6.59,455.2,7.23,25.99,Unsafe
7.03,109.8,0.0,25.97,Safe
7.4,371.0,9.05,26.58,Unsafe
8.72,1498.5,9.39,24.97,Unsafe
9.48,1869.6,21.81,29.79,Unsafe
9.77,1843.5,20.2,28.87,Unsafe
8.7,2075.4,23.84,24.96,Unsafe
6.87,119.1,1.21,23.75,Safe
6.91,658.6,30.43,25.88,Unsafe
6.99,101.3,1.99,19.61,Safe
8.37,654.1,2.58,26.62,Unsafe
6.54,375.9,47.86,25.23,Unsafe
7.68,489.6,5.53,28.04,Unsafe
6.84,167.2,2.06,21.7,Safe
6.43,353.6,5.31,25.93,Unsafe
8.05,1125.0,16.37,26.02,Unsafe
6.76,45.0,0.48,21.84,Safe
8.66,2375.5,18.33,27.28,Unsafe
7.45,124.5,1.21,25.78,Safe
7.42,402.6,25.5,26.96,Unsafe
6.89,173.4,2.0,24.61,Safe
9.17,1621.8,8.48,24.43,Unsafe
7.34,165.0,0.69,23.87,Safe
8.29,1297.9,15.18,28.65,Unsafe
7.25,163.4,1.31,20.75,Safe
7.22,109.8,0.36,21.82,Safe
9.27,1956.0,15.57,28.79,Unsafe
6.58,458.0,17.49,26.32,Unsafe
7.09,105.0,2.44,22.07,Safe
7.47,119.4,0.09,20.64,Safe
7.19,433.3,8.52,24.66,Unsafe
6.72,330.6,13.99,24.0,Unsafe
7.44,166.8,1.52,20.43,Safe
6.73,416.6,8.31,25.5,Unsafe
7.39,109.6,2.91,21.69,Safe
9.49,1751.7,23.17,25.23,Unsafe
8.71,1030.8,11.19,27.27,Unsafe
6.74,249.5,16.93,24.83,Unsafe
6.89,317.6,7.21,25.69,Unsafe
9.11,1391.2,23.18,25.11,Unsafe
7.33,139.6,1.22,23.01,Safe
7.17,108.2,1.9,23.7,Safe
6.99,310.8,8.61,26.1,Unsafe
9.0,1440.3,16.08,26.77,Unsafe
7.23,328.9,13.52,25.87,Unsafe
8.63,1577.2,7.33,27.13,Unsafe
6.45,326.7,23.3,24.2,Unsafe
7.27,120.1,1.21,21.92,Safe
7.17,161.3,2.16,20.17,Safe
6.77,107.8,1.37,21.94,Safe
9.12,2143.6,12.87,26.4,Unsafe
7.21,167.1,1.63,23.82,Safe
6.84,89.1,0.0,20.59,Safe
8.08,1124.6,34.85,27.97,Unsafe
8.51,1227.8,10.05,24.51,Unsafe
8.71,1080.0,9.43,26.86,Unsafe
7.17,100.8,0.0,20.48,Safe
7.88,1005.6,28.66,27.68,Unsafe
7.03,329.1,20.53,24.38,Unsafe
7.43,143.3,1.78,23.97,Safe
9.4,1770.3,11.44,24.12,Unsafe
6.87,332.2,28.25,22.62,Unsafe
6.82,95.8,0.01,22.66,Safe
8.26,972.5,18.04,29.42,Unsafe
6.43,523.1,12.33,23.4,Unsafe
9.68,2555.6,24.08,27.78,Unsafe
7.53,113.4,0.79,21.93,Safe
7.18,101.4,2.42,24.64,Safe
9.72,1471.5,17.97,25.6,Unsafe
7.6,687.6,4.13,24.53,Unsafe
6.85,121.9,2.12,23.36,Safe
7.34,75.6,2.67,25.33,Safe
7.72,671.5,4.32,22.67,Unsafe
9.43,1074.9,13.98,25.89,Unsafe
7.45,849.1,4.33,24.65,Unsafe
7.39,663.9,4.82,24.3,Unsafe
6.94,50.5,0.49,19.42,Safe
6.45,474.7,17.91,22.31,Unsafe
7.1,197.8,1.41,21.33,Safe
9.69,2144.5,9.89,26.36,Unsafe
7.55,141.7,1.83,25.33,Safe
6.47,619.5,28.39,23.61,Unsafe
8.27,1169.6,33.89,28.13,Unsafe
7.09,95.8,0.37,22.79,Safe
7.32,577.1,4.02,26.92,Unsafe
7.09,497.4,4.42,27.51,Unsafe
7.46,491.7,7.84,24.48,Unsafe
6.55,495.9,13.9,27.69,Unsafe
7.31,88.8,2.25,22.24,Safe
7.38,90.6,0.63,23.39,Safe
7.95,905.0,32.26,28.93,Unsafe
8.82,2285.4,10.56,23.46,Unsafe
6.91,116.3,0.0,23.08,Safe
7.77,1177.0,21.73,27.6,Unsafe
7.57,105.5,1.66,20.94,Safe
8.57,1893.8,9.33,28.41,Unsafe
6.9,90.2,0.26,23.22,Safe
7.17,176.3,1.76,24.42,Safe
6.86,85.9,1.27,18.62,Safe
9.17,2349.7,23.11,29.6,Unsafe
7.3,293.9,27.48,23.86,Unsafe
7.22,505.1,18.82,24.22,Unsafe
7.09,115.9,0.72,23.24,Safe
7.11,44.7,1.23,22.7,Safe
8.64,1194.5,14.02,24.53,Unsafe
6.89,97.3,1.76,18.0,Safe
6.86,356.9,20.64,23.49,Unsafe
7.61,446.7,17.21,25.13,Unsafe
7.28,760.9,1.89,24.76,Unsafe
8.47,1728.2,23.85,28.96,Unsafe
9.44,937.7,7.21,26.11,Unsafe
6.89,372.6,5.82,23.04,Unsafe
6.53,689.2,33.64,28.11,Unsafe
8.04,1036.4,29.37,28.61,Unsafe
7.74,1061.6,23.5,29.79,Unsafe
7.15,126.1,1.93,25.61,Safe
6.96,487.5,23.01,25.98,Unsafe
6.68,276.3,9.45,25.3,Unsafe
6.5,746.7,14.67,27.82,Unsafe
6.62,507.8,12.14,25.23,Unsafe
7.62,219.6,10.71,24.41,Unsafe
8.54,2229.1,13.67,24.63,Unsafe
7.35,88.1,2.49,23.38,Safe
6.9,121.1,1.71,20.98,Safe
6.75,66.5,1.41,18.64,Safe
8.84,2217.8,11.06,28.73,Unsafe
8.03,957.1,21.67,29.0,Unsafe
6.62,250.3,8.74,26.11,Unsafe
6.37,749.2,15.8,26.19,Unsafe
8.16,722.2,2.61,22.92,Unsafe
8.07,1157.5,24.0,30.05,Unsafe
6.94,193.0,2.35,25.44,Safe
7.85,639.4,1.38,26.01,Unsafe
6.51,256.1,10.46,24.81,Unsafe
8.3,781.0,1.22,24.25,Unsafe
6.88,39.0,0.97,18.86,Safe
6.68,434.0,9.49,26.5,Unsafe
7.81,573.0,0.46,23.35,Unsafe
8.08,1596.9,8.85,29.46,Unsafe
7.67,190.7,0.01,23.23,Safe
6.77,90.1,1.3,19.15,Safe
6.85,150.1,2.21,24.52,Safe
7.48,95.8,0.2,23.33,Safe
6.97,155.8,2.21,23.15,Safe
8.29,1409.5,24.47,24.8,Unsafe
7.55,781.8,3.36,28.33,Unsafe
7.07,588.4,28.29,25.56,Unsafe
6.87,140.9,0.0,20.49,Safe
6.85,111.4,1.78,24.06,Safe
7.5,170.0,0.55,22.59,Safe
8.26,1088.2,20.72,26.89,Unsafe
6.72,623.1,16.06,26.18,Unsafe
7.15,102.3,2.65,23.24,Safe
9.56,2720.0,16.79,24.02,Unsafe
7.24,134.7,1.74,26.26,Safe
7.02,101.6,0.25,19.08,Safe
7.15,124.1,1.74,24.62,Safe
7.25,148.8,1.15,21.7,Safe
6.97,148.6,0.84,22.97,Safe
7.29,166.4,1.46,21.66,Safe
7.82,393.2,15.57,27.24,Unsafe
8.01,1123.0,19.35,26.79,Unsafe
7.13,164.3,1.23,23.75,Safe
7.96,943.7,14.7,25.88,Unsafe
9.19,1627.4,18.05,27.72,Unsafe
7.28,151.7,1.96,21.56,Safe
8.02,875.7,4.58,27.81,Unsafe
7.07,92.8,2.44,26.54,Safe
8.27,876.4,3.57,22.89,Unsafe
7.48,93.1,0.72,22.23,Safe
7.43,425.5,13.68,23.46,Unsafe
6.7,524.4,12.97,24.0,Unsafe
7.45,76.9,0.0,19.92,Safe
6.92,114.2,2.55,25.0,Safe
7.82,910.3,21.8,29.55,Unsafe
6.99,638.5,10.41,27.08,Unsafe
8.52,1905.3,21.11,27.87,Unsafe
7.38,111.4,0.43,23.58,Safe
7.78,204.1,17.86,28.74,Unsafe
7.63,675.8,2.16,22.93,Unsafe
7.7,205.1,7.5,26.86,Unsafe
7.17,69.5,0.93,19.44,Safe
7.45,86.9,2.05,26.36,Safe
8.19,2393.4,22.48,27.08,Unsafe
7.14,647.9,3.28,22.64,Unsafe
7.9,1182.2,15.94,29.86,Unsafe
9.35,2270.6,15.54,26.08,Unsafe
7.53,153.1,1.27,20.81,Safe
7.81,1175.8,20.26,26.08,Unsafe
7.3,177.4,1.13,24.9,Safe
7.25,143.4,1.17,23.79,Safe
8.87,1454.0,18.36,28.46,Unsafe
9.32,2585.2,17.94,23.66,Unsafe
7.22,126.6,3.38,24.72,Safe
6.93,630.5,21.98,25.21,Unsafe
7.37,494.0,20.24,28.64,Unsafe
7.58,127.9,0.64,21.42,Safe
6.89,162.9,3.04,20.7,Safe
8.35,1485.3,10.01,26.83,Unsafe
8.69,2629.5,24.67,26.98,Unsafe
8.64,1235.0,10.37,24.23,Unsafe
7.33,391.5,9.65,25.06,Unsafe
7.14,114.0,0.38,22.11,Safe
9.77,2588.2,16.86,26.17,Unsafe
9.16,1200.8,15.03,27.21,Unsafe
9.46,2038.9,12.79,26.5,Unsafe
8.97,1376.2,11.73,25.13,Unsafe
6.74,422.3,15.7,26.27,Unsafe
6.82,95.2,2.57,23.89,Safe
7.53,139.5,1.09,20.3,Safe
7.26,305.1,16.33,24.53,Unsafe
6.27,698.4,35.02,28.43,Unsafe
7.21,48.3,0.41,22.97,Safe
7.1,711.2,35.3,23.35,Unsafe
6.92,93.4,1.45,23.86,Safe
6.85,86.5,2.65,20.22,Safe
8.01,1128.7,18.34,25.94,Unsafe
8.08,1087.2,19.14,25.2,Unsafe
7.21,295.2,16.11,26.33,Unsafe
9.37,1799.5,19.44,26.82,Unsafe
8.94,2004.8,17.24,28.13,Unsafe
8.18,2186.5,8.58,25.22,Unsafe
6.48,547.8,8.67,27.95,Unsafe
8.54,2389.0,11.02,25.7,Unsafe
7.34,96.4,1.99,20.77,Safe
7.3,104.3,1.11,21.51,Safe
7.19,57.3,0.68,19.53,Safe
7.02,166.4,2.1,25.95,Safe
7.31,148.7,2.29,23.29,Safe
6.93,88.6,1.95,24.66,Safe
9.28,1212.1,17.56,25.79,Unsafe
6.9,79.3,0.15,17.84,Safe
7.31,186.3,2.79,22.46,Safe
8.32,957.5,17.02,25.89,Unsafe
8.54,2499.0,7.76,23.62,Unsafe
6.76,385.6,9.92,25.47,Unsafe
7.42,105.9,1.37,25.53,Safe
9.34,1679.3,15.25,29.05,Unsafe
9.19,1567.2,20.07,25.63,Unsafe
8.91,2137.6,16.82,23.45,Unsafe
6.74,561.7,7.42,21.5,Unsafe
8.36,1957.2,17.28,28.91,Unsafe
7.23,114.5,2.09,20.95,Safe
8.64,1839.1,18.86,27.75,Unsafe
8.45,1215.2,8.37,25.3,Unsafe
7.12,551.9,6.54,28.65,Unsafe
6.92,199.7,0.73,20.84,Safe
